7826332	367
7826352	14
7826377	325
7826372	802
8090771	47
8090772	-1
7826381	59
7826349	346
8090773	39
8126360	0
8126361	0
8126362	24
8116891	12
8079251	63
8079256	144
8116892	15
8079259	24
8079261	60
8079265	30
8079267	24
8079274	18
8116893	81
8079276	15
8079283	4
8079284	20
8116894	16
8079247	18
8116895	37
8116896	0
8079252	8
8079258	69
8116897	2
8079264	33
8116898	12
8079272	25
8116899	18
8079281	19
8079285	28
8099412	3
8099413	6
8099414	3
8102233	7
8090774	2
8090775	38
8090776	49
8090777	125
8090778	0
7855281	27
7851572	4
8090779	12
7822737	69
8099415	5
8099416	2
8090780	9
8090781	1
7855283	12
8090782	3
8090783	107
7855285	28
7855289	18
7855290	67
8099417	1
8099418	-1
8102234	2
8102235	1
8102236	1
8102237	1
8102238	2
8102239	3
8102240	0
7821821	24
7821822	2
8250842	41
8250843	64
8250844	16
8250845	111
8250846	112
7851489	99
7851490	30
7851495	520
8117815	1
8117814	1
8117806	1
8117813	1
8117816	1
8117811	1
8117812	1
8117808	1
8117810	1
8117795	1
8117809	1
8117803	1
8117807	1
8117805	1
8117802	1
8117804	1
8117800	0
8117799	0
8117798	1
8117801	1
8117797	1
8117796	1
8099419	2
8250850	16
8079290	0
8079287	19
8079288	22
8090784	14
8099420	0
8099421	1
8099422	2
8099423	1
8099424	0
8099425	0
8099426	1
8099427	2
8099428	1
8099429	5
8099430	1
8099431	2
7851393	2
8090785	6
7847628	7
8090787	10
8090788	8
7847626	10
8090789	11
8090790	6
7849434	0
7849437	10
8090795	15
8090796	-22
8090797	4
8090798	14
8090799	8
8090800	13
8090801	5
8090802	8
8090803	15
8090804	13
7849440	2
8090805	40
8090806	50
8090807	30
8090808	19
8090809	8
8090810	18
8090816	9
8090817	13
7855315	0
7847619	122
7855316	87
7855317	120
7849447	2
7851392	70
7847636	44
8090822	640
7847642	73
8090823	296
7855319	0
8090824	14
8090825	18
8090826	19
8090827	15
7855320	7
8099432	3
8099433	2
8099434	2
8099435	1
7851417	20
8090828	71
8090829	84
8090830	37
8090831	76
7851420	9
7851422	14
8090832	225
7855324	1
8167779	58
8167778	85
8090833	1
8250832	89
8090834	14
8126363	0
8099436	3
8099437	2
8099438	0
8099439	1
8099440	1
8102241	4
8102242	0
8090836	0
8090835	105
8090837	225
8090838	4
8090839	62
8090840	47
8090841	75
8090842	5
7826413	129
8250840	66
8090843	40
7822739	4
7822740	35
8099441	2
8099442	3
8099443	5
8099444	1
8099445	5
8099446	2
8099447	0
8079292	96
8079293	197
8079294	11
8079296	45
8079295	286
8079297	134
8079298	199
8079299	35
8079300	198
8079302	193
8250831	206
8090844	489
8079303	192
8079304	358
8079305	29
8079307	182
8079306	547
8090845	0
8090846	133
8079308	40
8079309	60
8090847	0
8079311	1286
8079312	648
8079313	218
8079314	-1
8090848	40
8250836	121
